2677.000,1.000
5247.000,1.000
6912.000,1.000
7585.000,1.000
7892.000,1.000
8490.000,1.000
9177.000,1.000
9928.000,1.000
10629.000,1.000
11407.000,1.000
12903.000,1.000
14284.000,1.000
15485.000,1.000
16441.000,1.000
17323.000,1.000
18187.000,1.000
19352.000,1.000
21774.000,1.000
24208.000,1.000
25195.000,1.000
25951.000,1.000
26492.000,1.000
27455.000,1.000
29193.000,1.000
30305.000,1.000
31308.000,1.000
33393.000,1.000
34558.000,1.000
35765.000,1.000
37150.000,1.000
38425.000,1.000
39709.000,1.000
41194.000,1.000
42728.000,1.000
44270.000,1.000
45923.000,1.000
48101.000,1.000
50895.000,1.000
53658.000,1.000
55485.000,1.000
57902.000,1.000
60030.000,1.000
62047.000,1.000
63835.000,1.000
