2692.338,1.000
6055.513,1.000
8250.890,1.000
9156.265,1.000
9587.988,1.000
10397.594,1.000
11336.890,1.000
12341.174,1.000
13294.135,1.000
14335.254,1.000
16312.351,1.000
18137.678,1.000
19728.729,1.000
21005.684,1.000
22184.078,1.000
23339.463,1.000
24887.383,1.000
28068.667,1.000
31274.990,1.000
32599.834,1.000
33623.705,1.000
34362.645,1.000
35660.087,1.000
37944.945,1.000
39428.201,1.000
40770.753,1.000
43523.726,1.000
45086.665,1.000
46696.445,1.000
48534.981,1.000
50234.092,1.000
51946.376,1.000
53909.332,1.000
55939.854,1.000
57978.201,1.000
60160.999,1.000
63014.838,1.000
66679.363,1.000
70325.122,1.000
72738.407,1.000
75931.588,1.000
78733.032,1.000
81399.613,1.000
83789.047,1.000
